Date,Sent Amount,Sent Currency,Received Amount,Received Currency,Fee Amount,Fee Currency,Net Worth Amount,Net Worth Currency,Label,Description,TxHash
2021-12-11 21:23:05 UTC,,,1,Rockroot,0,USD,0.1155295955953401648708123162,usd,reward,quest,0x75ad558ea145579482e65a923131c50839b5d43f5d260890f039164f18f762a3,
2021-12-11 21:26:44 UTC,,,1,Darkweed,0.002449195385961599725449522325,USD,0.2310591911906803297416246323,usd,reward,quest,0xfdba80085b0b05be6c2f5846cd5cc31d18401c6dd96331688d2fff6cafa27327,
2021-12-11 21:27:07 UTC,,,2,Gaia's Tears,0.002515185407201151397375560315,USD,0.4815277407479634508291610473,usd,reward,quest,0x34262b36eda1bbdb6ede545ddc3f0488b663d674a76e833958ddbf765a0fdcd4,
2021-12-12 08:35:42 UTC,,,1,Ironscale,0.002654185927402667250940004884,USD,0.1123380222646977177891614019,usd,reward,quest,0xe7701e7f538a69adf40e58b5dfb670f4a91573f2526d407eb2206b9ffe1f7eb1,
2021-12-12 08:35:57 UTC,,,1,Redgill,0.002725944930473719953906153179,USD,0.3370140667940931256119085901,usd,reward,quest,0x400ca05a66073eccd92722724ca9a17e1f2eee47b26ccb9f70284670af4b37c9,
2021-12-12 08:35:57 UTC,,,1,Ironscale,0,USD,0.1123380222646977177891614019,usd,reward,quest,0x400ca05a66073eccd92722724ca9a17e1f2eee47b26ccb9f70284670af4b37c9,
2021-12-12 08:37:03 UTC,,,1,Bloater,0.001463773457097270329191340821,USD,0.05616901113234885889458070096,usd,reward,quest,0x4f8433fff6f344e2e1e6864f623af81639395beb81821863f29eebebe248f583,
2021-12-12 08:37:15 UTC,,,1,Redleaf,0.002605752000100347610120343766,USD,0.3370140667940931256119085901,usd,reward,quest,0x32d27c99e8a83763a9b4fe7f329e11e9b57bfc3a75297f0a7a9c72bbc0b77fe4,
2021-12-12 08:37:15 UTC,,,1,Ambertaffy,0,USD,0.2808450556617442805951156970,usd,reward,quest,0x32d27c99e8a83763a9b4fe7f329e11e9b57bfc3a75297f0a7a9c72bbc0b77fe4,
2021-12-12 08:39:24 UTC,,,1,Ragweed,0.002676520212870328211332560109,USD,0.05616901113234885889458070096,usd,reward,quest,0x6eaa4e7ade51fb4d938a98aa0df49ae8c8bc40c709e65a37aee7f885627946e3,
2021-12-12 08:39:37 UTC,,,1,Redleaf,0.002673871040942327939263223335,USD,0.3370140667940931256119085901,usd,reward,quest,0xa2d2ea938d984ef6fb0f5340e4bca925a650a5d2528d9081e6b6ef6b237fa809,
2021-12-12 08:40:52 UTC,,,1,Rockroot,0.001404585657881888250618218628,USD,0.1123380222646977177891614019,usd,reward,quest,0xd6236741d492b6b98661472f5cb8d494aff615b6e65f00c080272c154cddc7d9,
2021-12-12 08:41:04 UTC,,,1,Lanterneye,0.001430033603422258864116267674,USD,0.1123380222646977177891614019,usd,reward,quest,0xa450a6d03b73d17cae4400c25c30fd2efc4acd300d373a4b9d9b267c5911545c,
2021-12-12 08:41:28 UTC,,,1,Bloater,0.002615306680187335258050418396,USD,0.05616901113234885889458070096,usd,reward,quest,0x7f4bd545948d29de4cd6fcd02be851f611e2528438346b16dae3d4546a2ae508,
2021-12-12 08:42:26 UTC,,,1,Redleaf,0.002663438601889862867854175121,USD,0.3370140667940931256119085901,usd,reward,quest,0x1849697082da3ad665c9629d396ef980b0222ec7d0e327be26fdd52bd45f67db,
2021-12-12 08:42:51 UTC,,,1,Rockroot,0.002679202940976083153514775148,USD,0.1123380222646977177891614019,usd,reward,quest,0x173409ab9d19c92dba3bdd0184279a16b6adb50fee1ded1c9df6a6f5defc391d,
2021-12-12 08:42:51 UTC,,,1,Ragweed,0,USD,0.05616901113234885889458070096,usd,reward,quest,0x173409ab9d19c92dba3bdd0184279a16b6adb50fee1ded1c9df6a6f5defc391d,
2021-12-12 08:44:16 UTC,,,1,Rockroot,0.001488665076532760885554829144,USD,0.1123380222646977177891614019,usd,reward,quest,0x5802cee3c14c0d63c1b4928629502478acf6fe6479f920031d00a5b174c6034d,
2021-12-12 08:44:28 UTC,,,1,Rockroot,0.002704642055943360432772593072,USD,0.1123380222646977177891614019,usd,reward,quest,0xb65adb8ceace7baf9b7463a79c81bbe6253dc34118fc1454b21f37e9eb3166da,
2021-12-12 08:46:17 UTC,,,1,Ironscale,0.002654115282817920577018155903,USD,0.1123380222646977177891614019,usd,reward,quest,0xca4e587d1de42d88ff256f144a1a1a8270f06d112f5454d052343abbb036dc09,
2021-12-12 08:47:31 UTC,,,1,Bloater,0.002676449568285581537410711128,USD,0.05616901113234885889458070096,usd,reward,quest,0xef61f232a3e49b996229f20fa0cf1e552e6ba3d7e98515574189b0d2ba2d1084,
2021-12-12 08:47:51 UTC,,,1,Ragweed,0.002674808847804840035575768553,USD,0.05616901113234885889458070096,usd,reward,quest,0x6844653cd69397c55a0f59800b8444d37511f291ab799851ffe6b8e83cadc672,
2021-12-12 08:48:17 UTC,,,1,Ironscale,0.001636448249478946729518757941,USD,0.1123380222646977177891614019,usd,reward,quest,0x84158471a6bba843d9527b47521131ae86620c4103d94b836147d920fdd369c9,
2021-12-12 08:48:17 UTC,,,1,Gaia's Tears,0,USD,0.1895590176388150527309051085,usd,reward,quest,0x84158471a6bba843d9527b47521131ae86620c4103d94b836147d920fdd369c9,
2021-12-12 08:48:29 UTC,,,1,Ragweed,0.002618139528035676882316562519,USD,0.05616901113234885889458070096,usd,reward,quest,0x0b60a51e68a53a02a109c99323a811dcb9dce13ffca1f1bf361b25488b96b331,
2021-12-12 08:49:34 UTC,,,1,Rockroot,0.001405299168187829657228893332,USD,0.1123380222646977177891614019,usd,reward,quest,0x22d3961becf83cbf36127bf3bba78c7e5d053e46a572b48f502b98a8d7540916,
2021-12-12 08:49:48 UTC,,,2,Rockroot,0.002553095292744795535622159832,USD,0.2246760445293954355783228038,usd,reward,quest,0xaed17c541f9d96449767aa4688279d91a2d39821517116ff21a789b72502ae5c,
2021-12-12 08:53:32 UTC,,,1,Shvas Rune,0.002689928555055246921699496632,USD,23.83622316267546281665090646,usd,reward,quest,0x1b276ee80d8e803c7c66fef46fad9ae81450485169aba9b1e5d5faf5885243b3,
2021-12-12 08:57:48 UTC,,,1,Darkweed,0.002624252050730882843404545568,USD,0.2246760445293954355783228038,usd,reward,quest,0xba774d4deb4fc397806b9aaea2cbebaf7eed75c7f462ebe3a2ede9cc3c976c11,
2021-12-12 08:58:39 UTC,,,1,Ragweed,0.002648317128524837314882400818,USD,0.05616901113234885889458070096,usd,reward,quest,0x837397ca0391b4a3b3e032642613f8d8aa4606da07d54bd912d175d536afc81f,
2021-12-12 08:59:01 UTC,,,1,Redleaf,0.002633748449035454485349094789,USD,0.3370140667940931256119085901,usd,reward,quest,0xb460c1c6605841e4ffc803032d7961c4762e17f75f43dfc4cd0133fecdeb2c1c,
2021-12-12 20:26:08 UTC,,,1,Ragweed,0.002677966660743016359882417987,USD,0.05616901113234885889458070096,usd,reward,quest,0xae28a28cfadbf4209dcaa47875e21201fb553e80b7f4e7b2c742b15af6bd5555,
2021-12-12 20:40:55 UTC,,,1,Bloater,0.001466971890671675991003053419,USD,0.05616901113234885889458070096,usd,reward,quest,0x7509a10d5669dad2ecd906ef2a22a4bb964a2e4b8a1d538020bc289b7bba791c,
2021-12-12 20:41:53 UTC,,,1,Rockroot,0.002675543551486205444362997952,USD,0.1123380222646977177891614019,usd,reward,quest,0x96163a83adff87b33144c6b5e03b3e8c3c66114f359c57b1b79d6d527ffe1a8c,
2021-12-12 20:41:53 UTC,,,2,Gaia's Tears,0,USD,0.3791180352776301054618102171,usd,reward,quest,0x96163a83adff87b33144c6b5e03b3e8c3c66114f359c57b1b79d6d527ffe1a8c,
2021-12-12 20:46:46 UTC,,,1,Bloater,0.002732891059268936667271954200,USD,0.05616901113234885889458070096,usd,reward,quest,0xed1bf787849bbbe41d65f33b7ec37eec724bd25903cd1e2b5ac176c687d4f499,
2021-12-12 20:47:25 UTC,,,1,Rockroot,0.002793958004438580272166259277,USD,0.1123380222646977177891614019,usd,reward,quest,0x1f93ea1489cb5c5057447f4a9dc118228f0bc972af769aa1c88dffb082d33330,
2021-12-12 20:47:25 UTC,,,1,Ragweed,0,USD,0.05616901113234885889458070096,usd,reward,quest,0x1f93ea1489cb5c5057447f4a9dc118228f0bc972af769aa1c88dffb082d33330,
2021-12-12 20:49:00 UTC,,,1,Ragweed,0.002677896016158269685960569007,USD,0.05616901113234885889458070096,usd,reward,quest,0xf128dfe3f53b5673abe10e5811c6a1e2424de6a858674c289180184d619b0646,
2021-12-12 20:49:25 UTC,,,2,Bloater,0.002633230977452185098871551006,USD,0.1123380222646977177891614019,usd,reward,quest,0x6bff2d5f8ea9caa4ef83c5ad659d558e61c7e91ab8314d2cad219ac3f5945137,
2021-12-12 20:50:57 UTC,,,1,Darkweed,0.001382359105405965967956483098,USD,0.2246760445293954355783228038,usd,reward,quest,0xa790543861cc8ae1a78c0eb939e1be06cf279a05fd01b043b19df86ed68d1863,
2021-12-12 20:53:01 UTC,,,1,Darkweed,0.002605321068133392899197064985,USD,0.2246760445293954355783228038,usd,reward,quest,0xe4d01de947c50c3f9cb6f437109da2bd69480982c268291cc7d21fa4d9cf791b,
2021-12-12 20:53:36 UTC,,,1,Rockroot,0.002737271023523230450426590998,USD,0.1123380222646977177891614019,usd,reward,quest,0x5de4756dabc4f65720ec80f282b5aea4a8a55c77362b37fd6b00cc2c0dabbada,
2021-12-12 20:53:36 UTC,,,1,Ragweed,0,USD,0.05616901113234885889458070096,usd,reward,quest,0x5de4756dabc4f65720ec80f282b5aea4a8a55c77362b37fd6b00cc2c0dabbada,
2021-12-12 20:54:15 UTC,,,1,Ragweed,0.002685313697556670447754711972,USD,0.05616901113234885889458070096,usd,reward,quest,0xa5742e90cbb9adc97e31c82f9303e6603bfedf3735df696333694125442135ac,
2021-12-12 20:54:45 UTC,,,1,Gaia's Tears,0.002750900130035482516799305586,USD,0.1895590176388150527309051085,usd,reward,quest,0x2e93d6d1abf6bad97478e72b55d20d7e8c45e7c2a39f769442a839d692366a07,
2021-12-12 20:54:45 UTC,,,1,Ragweed,0,USD,0.05616901113234885889458070096,usd,reward,quest,0x2e93d6d1abf6bad97478e72b55d20d7e8c45e7c2a39f769442a839d692366a07,
2021-12-12 20:55:39 UTC,,,1,Lanterneye,0.001372514782521516956946827648,USD,0.1123380222646977177891614019,usd,reward,quest,0x4633b65e8b3d90c2ca999030b7115586032748a6614c108dcd29e256e0f68813,
2021-12-12 20:58:56 UTC,,,1,Bloater,0.001415035758080539990507729087,USD,0.05616901113234885889458070096,usd,reward,quest,0xcdeef69541f4375e3d7cddf03696f423bc2e0b254e4a931442430ab786bd4aa7,
2021-12-12 20:59:48 UTC,,,1,Ragweed,0.002673863976483853271871038437,USD,0.05616901113234885889458070096,usd,reward,quest,0xb60a3118af8350e6a1a7390a3cf48033f2d20940dd138ebd267b0656c99d2e51,
2021-12-12 20:59:48 UTC,,,1,Ambertaffy,0,USD,0.2808450556617442805951156970,usd,reward,quest,0xb60a3118af8350e6a1a7390a3cf48033f2d20940dd138ebd267b0656c99d2e51,
2021-12-12 21:00:19 UTC,,,1,Rockroot,0.002732686189973171312898592156,USD,0.1123380222646977177891614019,usd,reward,quest,0x4f0ff88e0ca12dfbb1f7d5499d608562aba4f7c50f3324df8da4a4d99bae8097,
2021-12-12 21:00:19 UTC,,,1,Ragweed,0,USD,0.05616901113234885889458070096,usd,reward,quest,0x4f0ff88e0ca12dfbb1f7d5499d608562aba4f7c50f3324df8da4a4d99bae8097,
2021-12-12 21:00:34 UTC,,,1,Ragweed,0.002625620789560349650640369568,USD,0.05616901113234885889458070096,usd,reward,quest,0x6b982d15c50d97ad4a2930e4305955b7ddcdf13c6632c8fe68c35f88d16d2882,
2021-12-12 21:00:34 UTC,,,1,Rockroot,0,USD,0.1123380222646977177891614019,usd,reward,quest,0x6b982d15c50d97ad4a2930e4305955b7ddcdf13c6632c8fe68c35f88d16d2882,
2021-12-12 21:02:12 UTC,,,2,Rockroot,0.002689739580791049568958550608,USD,0.2246760445293954355783228038,usd,reward,quest,0x1cf3edd8bcd2c926b946743c3fa0ebb7f5c45ad033c66deab7bfc7f96f71f0c0,
2021-12-12 21:02:43 UTC,,,1,Bloater,0.001938801420627931381118647103,USD,0.05616901113234885889458070096,usd,reward,quest,0x119d879da0815497b1d69e739fe57a5325b5eae95fee6f2cf9aedae90fc2ed62,
2021-12-12 21:03:37 UTC,,,1,Ambertaffy,0.002879469742045191720868357876,USD,0.2808450556617442805951156970,usd,reward,quest,0x45bb5ceca812226db64d33835c273a224250cd34cdb5a55474032799214656a3,
2021-12-12 21:03:53 UTC,,,2,Rockroot,0.003653195725910044515679087063,USD,0.2246760445293954355783228038,usd,reward,quest,0xaf396c15c978557cee20e01b9ee18617a8c0f9eb38bca1fd9006abb8c45bd30a,
2021-12-13 13:59:27 UTC,,,1,Ironscale,0.002811587927110679503428791737,USD,0.1003907906883900746919380254,usd,reward,quest,0x84d38701338378cbd87cf28541817cb30dcd8e4572ad453210752e92a722ea72,
2021-12-13 14:00:03 UTC,,,1,Bloater,0.002838334308676341811911170154,USD,0.05019539534419503734596901268,usd,reward,quest,0x889f312dcc846c82deb178e6118080ed93799fba903ef31d42ebab9865a75715,
2021-12-13 14:01:40 UTC,,,1,Lanterneye,0.001516383234445207581459480473,USD,0.1003907906883900746919380254,usd,reward,quest,0xd07a83c38ef9cc9457bd10c282d5d8202fa6416bba44dc35c62f14126827b54c,
2021-12-13 14:01:50 UTC,,,1,Ambertaffy,0.002783572713498410284622963662,USD,0.2509769767209751867298450634,usd,reward,quest,0x59df88064f6989e2664fb515b27c59c4f658dbf17f7095130b2254949c150e9d,
2021-12-13 14:01:50 UTC,,,1,Darkweed,0,USD,0.2007815813767801493838760507,usd,reward,quest,0x59df88064f6989e2664fb515b27c59c4f658dbf17f7095130b2254949c150e9d,
2021-12-13 14:01:58 UTC,,,1,Bloater,0.001545639249941051157341553868,USD,0.05019539534419503734596901268,usd,reward,quest,0x711ab694833000006e162c2c3e4cbd17670b5b01440a178e36b90d1dcb3b278d,
2021-12-13 14:02:53 UTC,,,1,Rockroot,0.002807321736297124899204291637,USD,0.1003907906883900746919380254,usd,reward,quest,0x34373270da3ca7c4c03c7a89535262899fbc18f9770444742416d73da6951568,
2021-12-13 14:02:53 UTC,,,1,Ambertaffy,0,USD,0.2509769767209751867298450634,usd,reward,quest,0x34373270da3ca7c4c03c7a89535262899fbc18f9770444742416d73da6951568,
2021-12-13 14:03:20 UTC,,,1,Bloater,0.002810229398542368422714288201,USD,0.05019539534419503734596901268,usd,reward,quest,0xf770d7847d4c591aae77f9a7684645588c32cbe563a988e636aa84ca9204af76,
2021-12-13 14:04:01 UTC,,,1,Darkweed,0.002934716958602543904198189928,USD,0.2007815813767801493838760507,usd,reward,quest,0x9ab2933e5092f9bce0a5471d07588ae1cf8184e41549bc32e277a81c95143487,
2021-12-13 14:04:19 UTC,,,1,Lanterneye,0.002833993370761367065694125156,USD,0.1003907906883900746919380254,usd,reward,quest,0xf7d5d601122dd1cb52c3f6482dd8b65bedb06d0a5b25e1bb155208d550320926,
2021-12-13 14:04:19 UTC,,,1,Bloater,0,USD,0.05019539534419503734596901268,usd,reward,quest,0xf7d5d601122dd1cb52c3f6482dd8b65bedb06d0a5b25e1bb155208d550320926,
2021-12-13 14:04:44 UTC,,,1,Goldvein,0.002933810649997824682538583030,USD,2.007815813767801493838760507,usd,reward,quest,0x3cc47460ff3586e702af3b79ba6e60e92eeb69e59afc97d79480b4ef8d8c70f4,
2021-12-13 14:07:21 UTC,,,1,Rockroot,0.003157623840234866796910978559,USD,0.1003907906883900746919380254,usd,reward,quest,0xf56501db41d0d15ec5112aa3b2461a332927296ad310396b680d86712f5bb469,
2021-12-13 14:07:21 UTC,,,1,Goldvein,0,USD,2.007815813767801493838760507,usd,reward,quest,0xf56501db41d0d15ec5112aa3b2461a332927296ad310396b680d86712f5bb469,
2021-12-13 14:07:30 UTC,,,1,Lanterneye,0.003117392707837503772263537671,USD,0.1003907906883900746919380254,usd,reward,quest,0xaab3f09beb917cc223b363e9974f4ae583f4586a0194646dba0adbb7e59804b5,
2021-12-13 14:07:30 UTC,,,1,Bloater,0,USD,0.05019539534419503734596901268,usd,reward,quest,0xaab3f09beb917cc223b363e9974f4ae583f4586a0194646dba0adbb7e59804b5,
2021-12-13 14:08:13 UTC,,,1,Rockroot,0.001674179971575733838371202733,USD,0.1003907906883900746919380254,usd,reward,quest,0x7231e499a7b6eeae37a09536c3eea591888c2884092c2b244518152bcec6ba56,
2021-12-13 14:08:25 UTC,,,1,Lanterneye,0.001817504922400306404106307134,USD,0.1003907906883900746919380254,usd,reward,quest,0x608ecfb478d36aeac44634b38ebff2262dd99868c51a9262115bab6d82481d8e,
2021-12-13 14:08:25 UTC,,,3,Gaia's Tears,0,USD,0.6129464795930740506069156481,usd,reward,quest,0x608ecfb478d36aeac44634b38ebff2262dd99868c51a9262115bab6d82481d8e,
2021-12-13 14:09:55 UTC,,,1,Ragweed,0.002802263226208516789858815610,USD,0.05019539534419503734596901268,usd,reward,quest,0x174ecbfe89085e560cdcb9b846bdab87e161e4c46234b9fd704520d86c0bb3d8,
2021-12-13 14:10:06 UTC,,,1,Ambertaffy,0.002797746632605204709959290099,USD,0.2509769767209751867298450634,usd,reward,quest,0x651425947d8371c089b2718b647ac01db97f084447b654154fda82a0beb2a9fe,
2021-12-13 14:10:16 UTC,,,1,Ambertaffy,0.002886370533403996063420149376,USD,0.2509769767209751867298450634,usd,reward,quest,0xe339b505e2c851f6bbbf3d4d5aaadcf65d1bd18233f19811974e6355320ab2fe,
2021-12-13 14:10:16 UTC,,,2,Gaia's Tears,0,USD,0.4086309863953827004046104321,usd,reward,quest,0xe339b505e2c851f6bbbf3d4d5aaadcf65d1bd18233f19811974e6355320ab2fe,
2021-12-13 14:10:24 UTC,,,1,Bloater,0.001463800517273673193253957781,USD,0.05019539534419503734596901268,usd,reward,quest,0x450551176559e1c2c6293c2a440fc1e8e0e51c0104f6242682882a89e8729f31,
2021-12-13 14:11:11 UTC,,,1,Ragweed,0.002770450859844104357831706675,USD,0.05019539534419503734596901268,usd,reward,quest,0xf0265bf292a5899200df06b3c9e2fff540a0fa18488291dcf73ba3e4049e8fe2,
2021-12-13 14:12:14 UTC,,,1,Lanterneye,0.001489795690470063074711259965,USD,0.1003907906883900746919380254,usd,reward,quest,0x0785b08bf88606c99e50a0bbfc5da4090ad1129928ba36739c1fa9bc8a8dcb18,
2021-12-13 14:13:57 UTC,,,1,Rockroot,0.002831954643570132692847463041,USD,0.1003907906883900746919380254,usd,reward,quest,0xbf4a544711580bb2810a1722a8c74c3d86bd02663a562f47f0ec938558fd21a4,
2021-12-13 14:14:07 UTC,,,1,Redleaf,0.002736502595056611368367627257,USD,0.3011723720651702240758140761,usd,reward,quest,0x8d330881121bc3c59a5546392698bed91f4df8d2aa31234a09837e2fe5e54315,
2021-12-13 14:26:08 UTC,,,1,Ambertaffy,0.002769951922942124910031469476,USD,0.2509769767209751867298450634,usd,reward,quest,0x12dae3f018d16bd4a03b600c505df60fad89bafb51a48d89048aff3e31e240b9,
2021-12-13 14:26:12 UTC,,,1,Rockroot,0.002831672473262271656825606048,USD,0.1003907906883900746919380254,usd,reward,quest,0xc18e1924600911305a49605553114ab5b55f1f1cf9a6080acb6971a1ffc141e3,
2021-12-13 14:26:12 UTC,,,1,Ragweed,0,USD,0.05019539534419503734596901268,usd,reward,quest,0xc18e1924600911305a49605553114ab5b55f1f1cf9a6080acb6971a1ffc141e3,
2021-12-13 14:26:14 UTC,,,2,Ragweed,0.003096160980546865989636140526,USD,0.1003907906883900746919380254,usd,reward,quest,0xfd8008ee5369e480e6691ba3620b8590fffae9a44fdf6822cb512957db0f4771,
2021-12-13 21:56:03 UTC,,,1,Darkweed,0.004169873567342144756456556731,USD,0.2007815813767801493838760507,usd,reward,quest,0xc0762cdf2dec32a571390e6d93660b11fd32250f6cb2f1a4f79280676e688cf1,
2021-12-13 21:56:23 UTC,,,1,Bloater,0.004257501463014512717866755231,USD,0.05019539534419503734596901268,usd,reward,quest,0x10b4c1b2bff98f6e3aff2c811c7f785bb45a3ec98df1fb4540dd4a2b09838a7c,
2021-12-13 21:57:32 UTC,,,1,Bloater,0.002316294946325463625328155981,USD,0.05019539534419503734596901268,usd,reward,quest,0xfc9abac114c3894d2237804990276d2e58e1d6f0e870c68a1e76e3752afd2c61,
2021-12-13 21:58:31 UTC,,,1,Ragweed,0.004257501463014512717866755231,USD,0.05019539534419503734596901268,usd,reward,quest,0x097a5841adb336354418faeabea929dc3a15fe56cc57132fee951f99a1042ef6,
2021-12-13 21:59:03 UTC,,,1,Goldvein,0.004544827452196003033659532644,USD,2.007815813767801493838760507,usd,reward,quest,0x13396ff121aba434eefea09b0c91f22c345006b6abdab758a7bfe956868da2e9,
2021-12-13 21:59:03 UTC,,,1,Ragweed,0,USD,0.05019539534419503734596901268,usd,reward,quest,0x13396ff121aba434eefea09b0c91f22c345006b6abdab758a7bfe956868da2e9,
2021-12-13 22:00:03 UTC,,,1,Ragweed,0.002274249701776633754521650399,USD,0.05019539534419503734596901268,usd,reward,quest,0x16379b41e404656203720f9980f8040a6c80e6ffa8502267ee372cc1dc7b87e6,
2021-12-13 22:00:23 UTC,,,1,Ragweed,0.004261885380512804045729513547,USD,0.05019539534419503734596901268,usd,reward,quest,0xd185271ad75b2d9f0d09eeaff96dfdd12a30ebf6460da4ab305d135a86833c55,
2021-12-13 22:03:20 UTC,,,1,Ragweed,0.005038678561394824372723977302,USD,0.05019539534419503734596901268,usd,reward,quest,0x25d6e4de79220abd4b042f0793b41d1b43ea592e2944f15a64cfd57ce4b86f64,
2021-12-13 22:04:57 UTC,,,1,Ragweed,0.005114262456615364854875416256,USD,0.05019539534419503734596901268,usd,reward,quest,0x1395bfa0ab17c817fd9631fe54c8fa969f3821c295677474f4f8b927de0acdd9,
2021-12-13 22:05:35 UTC,,,1,Bloater,0.004432721375750566972530730681,USD,0.05019539534419503734596901268,usd,reward,quest,0x0aab1d2ab90f2349d5d13cb457ff0662e4938f531e7e047c694230dcc9c8addf,
2021-12-13 22:06:24 UTC,,,1,Ragweed,0.003646991805158261569617561548,USD,0.05019539534419503734596901268,usd,reward,quest,0xab5280b7adc7b7d467bc3739e54ac4fc7a4b9fe3e435c8abdc2bb4caef1852e1,
2021-12-13 22:07:48 UTC,,,2,Redgill,0.004532819704088364323267157374,USD,0.6023447441303404481516281521,usd,reward,quest,0x42fd8c41bdb761f3bd15cfb6436327befdc14228dbca308a84979941809bd358,
2021-12-13 22:07:58 UTC,,,1,Ambertaffy,0.004746162880961733598388807565,USD,0.2509769767209751867298450634,usd,reward,quest,0x0a0cc4a95d7acb7564b2014b33b568be8dc8b9ffeb17e701f2a31bf5dfd49fb2,
2021-12-13 22:07:58 UTC,,,1,Ragweed,0,USD,0.05019539534419503734596901268,usd,reward,quest,0x0a0cc4a95d7acb7564b2014b33b568be8dc8b9ffeb17e701f2a31bf5dfd49fb2,
2021-12-13 22:07:58 UTC,,,1,Gaia's Tears,0,USD,0.2043154931976913502023052160,usd,reward,quest,0x0a0cc4a95d7acb7564b2014b33b568be8dc8b9ffeb17e701f2a31bf5dfd49fb2,
2021-12-13 22:08:58 UTC,,,1,Ragweed,0.004437517149777683282772411388,USD,0.05019539534419503734596901268,usd,reward,quest,0xb88df009780cfc453b82c78f7b2379f8655e0a45848b4d0ddde5d98ef86eeb7a,
2021-12-13 22:11:35 UTC,,,1,Darkweed,0.003027074103381764249476704176,USD,0.2007815813767801493838760507,usd,reward,quest,0x05da54e93bf654213e78d83cb20c6d5f0637bb148d9db343bfdcef64b3397979,
2021-12-13 22:12:56 UTC,,,1,Redleaf,0.002823538536878344360825920551,USD,0.3011723720651702240758140761,usd,reward,quest,0x4ddc44ff9934ac1ac9df234c0dc4d7e579132b47c811b3c7b5298bd1c5b1dc6e,
2021-12-13 22:12:56 UTC,,,1,Ragweed,0,USD,0.05019539534419503734596901268,usd,reward,quest,0x4ddc44ff9934ac1ac9df234c0dc4d7e579132b47c811b3c7b5298bd1c5b1dc6e,
2021-12-14 03:48:13 UTC,,,1,Rockroot,0.006198407122620345738885361264,USD,0.1003907906883900746919380254,usd,reward,quest,0x952969338f385751ea58fc8ef31e1ce87ad3d03008e84333e466209975d235c0,
2021-12-14 03:48:13 UTC,,,1,Gaia's Tears,0,USD,0.2043154931976913502023052160,usd,reward,quest,0x952969338f385751ea58fc8ef31e1ce87ad3d03008e84333e466209975d235c0,
2021-12-14 03:48:13 UTC,,,1,Ragweed,0,USD,0.05019539534419503734596901268,usd,reward,quest,0x952969338f385751ea58fc8ef31e1ce87ad3d03008e84333e466209975d235c0,
2021-12-14 03:48:13 UTC,,,1,Ambertaffy,0,USD,0.2509769767209751867298450634,usd,reward,quest,0x952969338f385751ea58fc8ef31e1ce87ad3d03008e84333e466209975d235c0,
2021-12-14 03:50:43 UTC,,,6,Bloater,0.01039010123754456544651558758,USD,0.3011723720651702240758140761,usd,reward,quest,0x6137380a36e8b87698268d79e5e59ad841f3605e9d4e16d96b9e4c8864fddee6,
2021-12-14 03:50:43 UTC,,,1,Redgill,0,USD,0.3011723720651702240758140761,usd,reward,quest,0x6137380a36e8b87698268d79e5e59ad841f3605e9d4e16d96b9e4c8864fddee6,
2021-12-14 03:50:43 UTC,,,3,Gaia's Tears,0,USD,0.6129464795930740506069156481,usd,reward,quest,0x6137380a36e8b87698268d79e5e59ad841f3605e9d4e16d96b9e4c8864fddee6,
2021-12-14 03:50:43 UTC,,,1,Ironscale,0,USD,0.1003907906883900746919380254,usd,reward,quest,0x6137380a36e8b87698268d79e5e59ad841f3605e9d4e16d96b9e4c8864fddee6,
2021-12-14 05:03:11 UTC,,,1,Ironscale,0.002759741468888133513849836298,USD,0.1003907906883900746919380254,usd,reward,quest,0xd97f517fb84e789721e7363f591799849c9fc4328a1830053ed340f569346acf,
2021-12-14 05:03:11 UTC,,,1,Sailfish,0,USD,1.003907906883900746919380254,usd,reward,quest,0xd97f517fb84e789721e7363f591799849c9fc4328a1830053ed340f569346acf,
2021-12-14 06:39:19 UTC,,,9,Ragweed,0.01706000746989056036372472969,USD,0.4517585580977553361137211141,usd,reward,quest,0x031679c67c50ebcebc73dc1227b142c3a18bcec3ac868f75fe0fdb6c46e40717,
2021-12-14 06:39:19 UTC,,,1,Rockroot,0,USD,0.1003907906883900746919380254,usd,reward,quest,0x031679c67c50ebcebc73dc1227b142c3a18bcec3ac868f75fe0fdb6c46e40717,
2021-12-14 06:39:19 UTC,,,3,Ambertaffy,0,USD,0.7529309301629255601895351901,usd,reward,quest,0x031679c67c50ebcebc73dc1227b142c3a18bcec3ac868f75fe0fdb6c46e40717,
2021-12-14 06:39:19 UTC,,,1,Darkweed,0,USD,0.2007815813767801493838760507,usd,reward,quest,0x031679c67c50ebcebc73dc1227b142c3a18bcec3ac868f75fe0fdb6c46e40717,
2021-12-14 06:39:19 UTC,,,12,Gaia's Tears,0,USD,2.451785918372296202427662593,usd,reward,quest,0x031679c67c50ebcebc73dc1227b142c3a18bcec3ac868f75fe0fdb6c46e40717,
2021-12-14 06:39:19 UTC,,,2,Redleaf,0,USD,0.6023447441303404481516281521,usd,reward,quest,0x031679c67c50ebcebc73dc1227b142c3a18bcec3ac868f75fe0fdb6c46e40717,
2021-12-14 06:39:19 UTC,,,1,SwiftThistle,0,USD,1.505861860325851120379070380,usd,reward,quest,0x031679c67c50ebcebc73dc1227b142c3a18bcec3ac868f75fe0fdb6c46e40717,
